Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Канівець,Антон,Андріївна,Чоловіча,01/06/1948,Фотограф,місто Кам'янське,"проспект Обільна, буд. 51 кв. 3, Бахмут, 15746",931 87 81,mykhaliukalla@example.com
Фоменко,Орхип,Васильович,Чоловіча,11/11/1996,Палеонтолог,хутір Бахмут,"парк 7-ма Лінія 6-й ст. Люстдорфської дороги, буд. 96 кв. 1, Бобровиця, 79940",065 269 20 94,leopoldderevianko@example.org
Лубенець,Амвросій,Андріївна,Чоловіча,07/05/1955,Історик,хутір Шепетівка,"сквер Морська, буд. 27 кв. 98, Кременець, 49453",+380 99 491-47-45,saienkorostyslav@example.org
Ляшко,Світлана,Олексійович,Жіноча,22/04/1957,Головний меркшейдер,селище Зеленодольськ,"вулиця Пироговська, буд. 8 кв. 165, Рені, 53018",193-96-96,zzabara@example.com
Адаменко,Єлисавета,Петрівна,Жіноча,24/08/1978,Електрик,селище Надвірна,"узвіз Достоєвського, буд. 29, Горішні Плавні, 92125",018 972-74-03,tsybulenkolevko@example.net
Дейнека,Богданна,Олексійович,Жіноча,20/03/1972,Кушнір,місто Мелітополь,"провулок Степова, буд. 85, Сніжне, 10122",+380 35 794-03-90,etereshchuk@example.com
Сімашкевич,Пармен,Олексійович,Чоловіча,15/10/1942,Мовознавець,селище Люботин,"площа Академіка Вільямса, буд. 319, Кролевець, 67727",849 62 59,romanzarudnyi@example.net
Вдовиченко,Ірена,Олександрівна,Жіноча,12/01/1941,Нотаріус,селище Бобринець,"проспект Зоопаркова, буд. 50 кв. 1, Брянка, 12940",+380 03 327-53-39,roksolanachekaliuk@example.com
Дейсун,Валентин,Іванович,Чоловіча,20/11/1968,Правник,селище Південне ,"площа Змієнка Всеволода, буд. 50, Зимогір'я, 05719",037 523-98-96,lukashstanislav@example.net
Бакуменко,Вікторія,Олексійович,Жіноча,24/03/1983,Графік,селище Новомиргород,"сквер Учнівська, буд. 8, Дубровиця, 14991",+380 90 072 97 87,sholyk@example.org
Ґжицький,Григорій,Іванівна,Чоловіча,21/04/1938,Актор,селище Краматорськ,"вулиця Чорноморський 13-й, буд. 1, Немирів, 58871",033 035 96 64,sviatoslav25@example.net
Гавриш,Юстина,Олександрівна,Жіноча,11/10/1949,Фотограф,місто Соледар,"набережна Соляний 6-й, буд. 6 кв. 78, Тячів, 27869",+380 (36) 384-16-84,shchyrytsiafeofan@example.net
Філіпенко,Антон,Василівна,Чоловіча,03/09/1954,Електрослюсар,місто Жовква,"узвіз Володимира Хавкіна, буд. 6, Сєвєродонецьк, 47921",+380 99 263-69-82,bbezborodko@example.com
Батюк,Емілія,Іванович,Жіноча,15/07/1976,Письменник,селище Червоноград,"парк Балтський 4-й, буд. 701, Маріуполь, 22674",+380 47 105 85 67,lukashviktoriia@example.com
Данько,Василь,Іванівна,Чоловіча,30/06/1991,Антрополог,місто Дунаївці,"вулиця Студентський 3-й, буд. 5 кв. 073, Корець, 09753",+380 65 522-98-79,bstelmakh@example.com
Кармалюк,Орина,Іванівна,Жіноча,12/07/2002,Кінорежисер,місто Карлівка,"вулиця Лугова, буд. 82 кв. 649, Дніпро , 13067",+380 40 911-70-58,jpanchuk@example.org
Твердохліб,Юстим,Василівна,Чоловіча,25/03/1939,Провізор,селище Новгород-Сіверський,"набережна Братська, буд. 648, Каховка, 34110",+380 46 814 08 21,sbalaban@example.org
Канівець,Михайлина,Васильович,Жіноча,19/08/1980,Гірничий інженер,місто Дніпрорудне,"набережна Круговий, буд. 53 кв. 1, Федорівка, 92199",+380 54 138 51 58,tsushkovenedykt@example.net
Міщенко,Аліна,Іванович,Жіноча,15/01/2006,Флорист,селище Острог,"шосе Політкаторжан, буд. 5 кв. 855, Докучаєвськ, 82589",059-79-94,bohodarostapchuk@example.org
Жученко,Еріка,Васильович,Жіноча,25/05/1950,Випробувач,селище Антрацит ,"проспект Мелітопольська, буд. 186, Нове Давидково, 69765",+380 56 428-26-17,kyrylo19@example.org
Шахрай,Софія,Іванович,Жіноча,01/10/1938,Локсмайстер,село Мирноград,"вулиця Партизанська, буд. 8 кв. 672, Костянтинівка, 19293",395 62 15,rshvaika@example.org
Хомик,Маруся,Петрович,Жіноча,05/07/1980,Випробувач,хутір Лутугине,"провулок Героїв прикордонників, буд. 0 кв. 336, Кам'янка-Дніпровська, 75376",+380 61 395-47-12,kkybkalo@example.org
Якимчук,Емілія,Петрівна,Жіноча,16/05/1948,Клавішник,село Олександрія,"шосе Аеродромний 3-й, буд. 02, Знам'янка, 69777",066 666-96-24,wtovstukha@example.net
Шаблій,Григорій,Андрійович,Чоловіча,08/03/1980,Інженер,місто Перевальськ,"узвіз Палія Семена, буд. 270 кв. 2, Алмазна, 60166",+380 68 321 71 70,talanoleksandr@example.com
Дейнека,Григорій,Андріївна,Чоловіча,07/04/1978,Кіноактор,селище Пологи ,"парк Платанова, буд. 81, Сколе, 47081",074 756-92-58,vzakharchenko@example.com
Цісик,Емілія,Петрівна,Жіноча,13/06/1967,Різноробочий,селище Дебальцеве,"провулок Качалова, буд. 0, Сімферополь, 30995",703-35-98,gtverdokhlib@example.com
Оберемко,Алевтин,Петрівна,Чоловіча,19/11/1960,Круп'є,місто Залізне,"площа Партизанська, буд. 227 кв. 652, Амвросіївка, 35334",965-43-94,xiurchuk@example.net
Дубас,Дан,Андріївна,Чоловіча,16/12/1973,Графік,хутір Буськ,"сквер Ушинського, буд. 99, Кремінна, 29728",+380 75 744-88-56,btaran@example.net
Чміль,Едита,Василівна,Жіноча,14/12/1958,Фармацевт,хутір Зоринськ,"площа Туристська, буд. 89, Володимир-Волинський, 66354",064 019-94-59,wzinchenko@example.net
Джунь,Павло,Петрівна,Чоловіча,14/10/1989,Фармацевт,місто Герца,"набережна Левітана, буд. 1 кв. 3, Золоте, 17775",099 992-90-74,barannykles@example.com
Андріїшин,Валерій,Іванович,Чоловіча,25/09/1991,Філолог,хутір Герца,"шосе Компасний, буд. 066, Тернопіль, 03269",002 188 31 97,amaliiashylo@example.net
Колесниченко,Дарина,Андріївна,Жіноча,07/10/1972,Графік,село Вовчанськ,"шосе Соборна, буд. 908 кв. 35, Підгородне, 39370",+380 41 047 38 18,zorian25@example.com
Скиба,Андрій,Андріївна,Чоловіча,30/07/1955,Фермер,місто Монастирище,"парк Віри Інбер, буд. 314 кв. 07, Джанкой, 80692",+380 36 971 19 04,bohuslav07@example.com
Авраменко,Борислав,Іванівна,Чоловіча,17/06/1962,Електрослюсар,місто Червоноград,"узвіз Лінія 45-та, буд. 203 кв. 93, Гнівань, 98859",+380 20 212-91-28,perebyinissymon@example.org
Адамчук,Анжела,Іванівна,Жіноча,11/04/1963,Випробувач,село Середина-Буда,"шосе Офіцерський 1-й, буд. 7, Чистякове, 60300",352 78 22,zakhar54@example.com
Лесик,Соломія,Андріївна,Жіноча,27/06/1955,Паблік рилейшнз,місто Генічеськ,"узвіз Скидановська, буд. 131, Макіївка, 55054",+380 45 911-57-21,levkoderhach@example.net
Ященко,Михайло,Василівна,Чоловіча,25/07/1961,Ветеринар,село Пологи ,"провулок Лиманна, буд. 375 кв. 1, Моршин, 38351",+380 30 774 76 50,davydenkoiarema@example.org
Лемешко,Данна,Петрович,Жіноча,16/02/1974,Антрополог,місто Золочів,"парк 17-та Лінія 6-й ст. Люстдорфської дороги, буд. 7, Мерефа, 93901",047 931 58 03,olhaskyrda@example.net
Луценко,Віолетта,Андрійович,Жіноча,01/05/1981,Геолог,село Південне ,"провулок Рівності 2-й, буд. 80 кв. 486, Перевальськ, 29333",008 891-73-98,czaporozhets@example.org
Остапчук,Леопольд,Андріївна,Чоловіча,27/11/1992,Сценарист,місто Макіївка,"шосе Агрономічна, буд. 98 кв. 768, Новояворівськ, 92820",569-18-24,haidenkomarusia@example.com
